"cid","name","parent_cid","level"
"126198062","火锅类","126196009","三级类目"
"126198063","速冻肉制品","126196009","三级类目"
"126198064","食用油","126196010","三级类目"
"126198065","米/面","126196010","三级类目"
"126198066","杂粮","126196010","三级类目"
"126198067","面粉/烘焙粉","126196010","三级类目"
"126198068","烘焙辅料","126196010","三级类目"
"126198069","调味料","126196011","三级类目"
"126198070","调味汁","126196011","三级类目"
"126198071","调味酱","126196011","三级类目"
"126198072","即食酱菜","126196012","三级类目"
"126198073","罐头","126196012","三级类目"
"126198074","方便速食A","126196012","三级类目"
"126198075","南北干货A","126196013","三级类目"
"126198076","白酒","126196014","三级类目"
"126198077","黄酒","126196014","三级类目"
"126198078","啤酒","126196014","三级类目"
"126198079","葡萄酒","126196014","三级类目"
"126198080","洋酒","126196014","三级类目"
"126198081","日韩酒","126196014","三级类目"
"126198082","其他酒","126196014","三级类目"
"126198083","预调酒","126196014","三级类目"
"126198084","碳酸饮料","126196015","三级类目"
"126198085","果蔬汁","126196015","三级类目"
"126198086","功能其他饮料","126196015","三级类目"
"126198087","茶饮料","126196015","三级类目"
"126198088","水","126196015","三级类目"
"126198089","咖啡饮料","126196015","三级类目"
"126198090","常温奶","126196016","三级类目"
"126198091","常温酸奶","126196016","三级类目"
"126198092","常温乳饮料/乳酸饮料","126196016","三级类目"
"126198093","常温豆奶","126196016","三级类目"
"126198094","冲调制品","126196017","三级类目"
"126198095","茶叶、茶包","126196017","三级类目"
"126198096","咖啡制品","126196017","三级类目"
"126198097","蜂制品","126196017","三级类目"
"126198098","香烟","126196018","三级类目"
"126198099","烟具","126196018","三级类目"
"126198100","坚果炒货","126196019","三级类目"
"126198101","膨化食品","126196019","三级类目"
"126198102","风味小食","126196019","三级类目"
"126198103","果冻","126196019","三级类目"
"126198104","果脯蜜饯","126196019","三级类目"
"126198105","糖果","126196019","三级类目"
"126198106","巧克力","126196019","三级类目"
"126198107","饼干","126196019","三级类目"
"126198108","派糕点","126196019","三级类目"
"126198109","现代保健品","126196020","三级类目"
"126198110","传统保健品","126196020","三级类目"
"126198111","维他命","126196020","三级类目"
"126198112","无糖食品","126196020","三级类目"
"126198113","药品","126196020","三级类目"
"126198114","计生用品","126196020","三级类目"
"126198115","宠物狗","126196021","三级类目"
"126198116","宠物猫","126196021","三级类目"
"126198117","婴儿营养粉/泥","126196022","三级类目"
"126198118","婴儿米粉/汤粥","126196022","三级类目"
"126198119","婴儿营养面","126196022","三级类目"
"126198120","婴儿零食","126196022","三级类目"
"126198121","婴幼儿调味品","126196022","三级类目"
"126198122","其他婴幼儿辅食","126196022","三级类目"
"126198123","钙铁锌","126196022","三级类目"
"126198124","葡萄糖","126196022","三级类目"
"126198125","DHA（鱼油）/健脑","126196022","三级类目"
"126198126","牛初乳","126196022","三级类目"
"126198127","维生素/鱼肝油","126196022","三级类目"
"126198128","清火/开胃","126196022","三级类目"
"126198129","益生菌","126196022","三级类目"
"126198130","其他保健品","126196022","三级类目"
"126198131","孕妈营养品","126196022","三级类目"
"126198132","婴幼儿牛奶粉","126196023","三级类目"
"126198133","婴儿羊奶粉","126196023","三级类目"
"126198134","特殊配方奶粉","126196023","三级类目"
"126198135","婴儿护肤用品","126196024","三级类目"
"126198136","婴儿洗发沐浴","126196024","三级类目"
"126198137","婴儿口腔清洁","126196024","三级类目"
"126198138","婴儿衣物/家用清洁用品","126196024","三级类目"
"126198139","婴儿纸尿裤","126196025","三级类目"
"126198140","成人纸尿裤/尿垫","126196025","三级类目"
"126198141","婴儿湿巾","126196025","三级类目"
"126198142","哺育喂养","126196026","三级类目"
"126198143","婴儿卫浴用具","126196026","三级类目"
"126198144","婴儿护理用品","126196026","三级类目"
"126198145","婴儿车","126196027","三级类目"
"126198146","婴儿汽车用品","126196027","三级类目"
"126198147","家具家饰","126196027","三级类目"
"126198148","床上用品","126196027","三级类目"
"126198149","早期感官发育","126196028","三级类目"
"126198150","身体运动技能","126196028","三级类目"
"126198151","认知/语言能力","126196028","三级类目"
"126198152","电动/摇动/发条玩具","126196028","三级类目"
"126198153","户外运动/休闲/传统玩具","126196028","三级类目"
"126198154","积木/拆装/拼图","126196028","三级类目"
"126198155","解锁/迷宫/魔方","126196028","三级类目"
"126198156","静态模型","126196028","三级类目"
"126198157","毛绒/布艺玩具","126196028","三级类目"
"126198158","棋牌/桌面游戏","126196028","三级类目"
"126198159","机器人/动漫周边","126196028","三级类目"
"126198160","手工制作/仿真","126196028","三级类目"
"126198161","娃娃/配件","126196028","三级类目"
"126198162","戏水玩具","126196028","三级类目"
"126198163","图书","126196028","三级类目"
"126198164","婴儿内衣","126196029","三级类目"
"126198165","婴儿外衣","126196029","三级类目"
"126198166","婴儿配饰","126196029","三级类目"
"126198167","婴幼儿鞋","126196029","三级类目"
"126198168","孕妈内衣","126196030","三级类目"
"126198169","孕妈服装/配饰","126196030","三级类目"
"126198170","母乳喂养用品","126196030","三级类目"
"126198171","孕妈洗护用品","126196030","三级类目"
"126198172","孕妈外出用品","126196030","三级类目"
"126198173","孕妈书籍","126196030","三级类目"
"126198174","面部护肤","126196031","三级类目"
"126198175","身体护理","126196031","三级类目"
"126198176","面膜","126196031","三级类目"
"126198177","男士护理品","126196031","三级类目"
"126198178","护肤工具","126196031","三级类目"
"126198179","头发日常清洁护理","126196032","三级类目"
"126198180","护发素及头发护理产品","126196032","三级类目"
"126198181","洗护套盒","126196032","三级类目"
"126198182","头发定型产品","126196032","三级类目"
"126198183","染发剂","126196032","三级类目"
"126198184","美发工具","126196032","三级类目"
"126198185","洁面","126196033","三级类目"
"126198186","皮肤清洁品","126196033","三级类目"
"126198187","按摩矿泉疗养品","126196033","三级类目"
"126198188","旅行套装","126196033","三级类目"
"126198189","男士清洁品","126196033","三级类目"
"126198190","其它皮肤用品","126196033","三级类目"
"126198191","特殊护理","126196033","三级类目"
"126198192","牙膏","126196034","三级类目"
"126198193","牙刷","126196034","三级类目"
"126198194","漱口水","126196034","三级类目"
"126198195","口腔附件","126196034","三级类目"
"126198196","底妆","126196035","三级类目"
"126198197","眼妆","126196035","三级类目"
"126198198","唇妆","126196035","三级类目"
"126198199","美甲","126196035","三级类目"
"126198200","彩妆套盒","126196035","三级类目"
"126198201","香水香氛","126196035","三级类目"
"126198202","化妆工具/附属品","126196035","三级类目"
"126198203","卫生巾","126196036","三级类目"
"126198204","卫生护垫","126196036","三级类目"
"126198205","组合装","126196036","三级类目"
"126198206","仓储类","126196037","三级类目"
"126198207","配送类","126196037","三级类目"
"126198208","用餐用具套装","126196037","三级类目"
"126198209","锡纸包装","126196037","三级类目"
"126198210","服务及配套","126196038","三级类目"
"126198211","服饰类","126196038","三级类目"
"126198212","包材类","126196038","三级类目"
"126198213","运营小件","126196038","三级类目"
"126198214","美工道具类","126196038","三级类目"
"126198215","办公用品","126196038","三级类目"
"126198216","消耗品类","126196038","三级类目"
"126198217","资产类","126196038","三级类目"
"126198218","中西主菜","126196039","三级类目"
"126198219","中西配菜","126196039","三级类目"
"126198220","中西主食","126196039","三级类目"
"126198221","中西小食","126196039","三级类目"
"126198222","中西汤羹","126196039","三级类目"
"126198223","中西点心","126196039","三级类目"
"126198224","中西甜品","126196039","三级类目"
"126198225","饮品","126196039","三级类目"
"126198226","水果类","126196039","三级类目"
"126198227","其他半成品","126196039","三级类目"
"126198228","卫生纸","126196040","三级类目"
"126198229","面纸巾","126196040","三级类目"
"126198230","成人护理纸","126196040","三级类目"
"126198231","厨房用纸","126196040","三级类目"
"126198232","传统衣物清洁","126196041","三级类目"
"126198233","清洁辅助剂","126196041","三级类目"
"126198234","洗衣液","126196041","三级类目"
"126198235","清洁剂","126196042","三级类目"
"126198236","上光剂","126196042","三级类目"
"126198237","空气清新剂","126196042","三级类目"
"126198238","杀虫剂","126196042","三级类目"
"126198239","防蛀防霉","126196042","三级类目"
"126198240","清洁工具","126196043","三级类目"
"126198241","保鲜膜／袋类","126196044","三级类目"
"126198242","垃圾用品","126196044","三级类目"
"126198243","防护用品","126196044","三级类目"
"126198244","餐厅用品","126196044","三级类目"
"126198245","其他用品","126196044","三级类目"
"126198246","厨具锅具","126196045","三级类目"
"126198247","家居装饰","126196045","三级类目"
"126198248","餐具水具","126196045","三级类目"
"126198249","家纺","126196045","三级类目"
"126198250","收纳","126196045","三级类目"
"126198251","服务类","126196046","三级类目"
"126198252","儿童类","126196046","三级类目"
"126198253","娱乐教育休闲类","126196046","三级类目"
"126198254","海鲜餐_主食烧烤","126196047","三级类目"
"126198255","海鲜餐_虾蟹","126196047","三级类目"
"126198256","海鲜餐-鱼","126196047","三级类目"
"126198257","海鲜餐-贝类","126196047","三级类目"
"126198258","海鲜餐-代客加工","126196047","三级类目"
"126198259","海鲜餐-其他","126196047","三级类目"
"126198260","西餐-牛排类","126196048","三级类目"
"126198261","西餐-休闲类","126196048","三级类目"
"126198262","西餐-代客加工","126196048","三级类目"
"126198263","西餐-其他","126196048","三级类目"
"126198264","单人套餐","126196049","三级类目"
"126198265","多人套餐","126196049","三级类目"
"126198266","中餐-面点","126196050","三级类目"
"126198267","中餐-正餐","126196050","三级类目"
"126198268","中餐-凉菜","126196050","三级类目"
"126198269","中餐-休闲类","126196050","三级类目"
"126198270","中餐-火锅","126196050","三级类目"
"126198271","中餐-其他","126196050","三级类目"
"126198272","日本料理-热餐类","126196051","三级类目"
"126198273","日本料理-主食类","126196051","三级类目"
"126198274","日本料理-冷食类","126196051","三级类目"
"126198275","日本料理-其他","126196051","三级类目"
"126198276","盒饭套餐","126196052","三级类目"
"126198277","主菜单品","126196052","三级类目"
"126198278","主食单品","126196052","三级类目"
"126198279","汤品","126196052","三级类目"
"126198280","其他菜系_韩国美食","126196053","三级类目"
"126198281","其他菜系_东南亚美食","126196053","三级类目"
"126198282","其他菜系_江湖爆款","126196053","三级类目"
"126198283","其他菜系_其他亚洲美食","126196053","三级类目"
"126198284","其他菜系_其他环球美食","126196053","三级类目"
"126198285","其他菜系_水吧","126196053","三级类目"
"126198286","其他菜系_其他","126196053","三级类目"
"126198287","小食","126196054","三级类目"
"126198288","甜品","126196054","三级类目"
"126198289","饮品","126196054","三级类目"
"126198290","餐饮-动物蛋白质","126196055","三级类目"
"126198291","餐饮-蔬果","126196055","三级类目"
"126198292","餐饮-南北货","126196055","三级类目"
"126198293","餐饮-素食","126196055","三级类目"
"126198294","餐饮-奶制品","126196055","三级类目"
"126198295","餐饮-调味品","126196055","三级类目"
"126198296","餐饮-点心","126196055","三级类目"
"126198297","餐饮-酒水&饮料","126196055","三级类目"
"126198298","渔市-代客加工","125844001","三级类目"
"126198299","渔市-酒水&饮料","125844001","三级类目"
"126198300","鲜花","126198001","三级类目"
"126198301","盆景类","126198001","三级类目"
"126198302","花卉辅料","126198001","三级类目"
"126198303","富士苹果","126198002","三级类目"
"126198304","姬娜苹果","126198002","三级类目"
"126198305","蛇果苹果","126198002","三级类目"
"126198306","青苹果","126198002","三级类目"
"126198307","嘎啦苹果","126198002","三级类目"
"126198308","其他苹果","126198002","三级类目"
"126198309","啤梨","126198003","三级类目"
"126198310","水晶梨","126198003","三级类目"
"126198311","丰水梨","126198003","三级类目"
"126198312","香梨类","126198003","三级类目"
"126198313","其他类","126198003","三级类目"
"126198314","美国车厘子","126198004","三级类目"
"126198315","智利车厘子","126198004","三级类目"
"126198316","新西兰车厘子","126198004","三级类目"
"126198317","澳洲车厘子","126198004","三级类目"
"126198318","国产樱桃","126198004","三级类目"
"126198319","其他类","126198004","三级类目"
"126198320","金果（黄心猕猴桃）","126198005","三级类目"
"126198321","绿果 （绿心猕猴桃）","126198005","三级类目"
"126198322","红心猕猴桃","126198005","三级类目"
"126198323","其他奇异果（猕猴桃)","126198005","三级类目"
"126198324","红心火龙果","126198006","三级类目"
"126198325","白心火龙果","126198006","三级类目"
"126198326","其他火龙果","126198006","三级类目"
"126198327","榴莲","126198007","三级类目"
"126198328","山竹","126198007","三级类目"
"126198329","释迦","126198007","三级类目"
"126198330","龙眼","126198007","三级类目"
"126198331","红毛丹","126198007","三级类目"
"126198332","椰青","126198007","三级类目"
"126198333","菠萝蜜","126198007","三级类目"
"126198334","莲雾","126198007","三级类目"
"126198335","芒果","126198007","三级类目"
"126198336","木瓜","126198007","三级类目"
"126198337","番石榴(芭乐)","126198007","三级类目"
"126198338","杨桃","126198007","三级类目"
"126198339","香蕉","126198007","三级类目"
"126198340","其他热带水果","126198007","三级类目"
"126198341","柑类","126198008","三级类目"
"126198342","金桔","126198008","三级类目"
"126198343","宽皮橘类","126198008","三级类目"
"126198344","柠檬","126198008","三级类目"
"126198345","青柚","126198009","三级类目"
"126198346","白柚","126198009","三级类目"
"126198347","红心柚","126198009","三级类目"
"126198348","西柚","126198009","三级类目"
"126198349","脐橙","126198009","三级类目"
"126198350","红橙","126198009","三级类目"
"126198351","甜橙","126198009","三级类目"
"126198352","血橙","126198009","三级类目"
"126198353","蓝莓","126198010","三级类目"
"126198354","草莓","126198010","三级类目"
"126198355","树莓","126198010","三级类目"
"126198356","黑莓","126198010","三级类目"
"126198357","桑葚","126198010","三级类目"
"126198358","其他浆果","126198010","三级类目"
"126198359","葡萄","126198011","三级类目"
"126198360","提子类","126198011","三级类目"
"126198361","西瓜类","126198012","三级类目"
"126198362","甜瓜类","126198012","三级类目"
"126198363","哈密瓜类","126198012","三级类目"
"126198364","其他瓜类","126198012","三级类目"
"126198365","水蜜桃","126198013","三级类目"
"126198366","黄桃","126198013","三级类目"
"126198367","蟠桃","126198013","三级类目"
"126198368","油桃","126198013","三级类目"
"126198369","鲜桃","126198013","三级类目"
"126198370","杏类","126198013","三级类目"
"126198371","李类","126198013","三级类目"
"126198372","布林类（恐龙蛋）","126198013","三级类目"
"126198373","其他桃杏李类","126198013","三级类目"
"126198374","墨西哥牛油果","126198014","三级类目"
"126198375","智利牛油果","126198014","三级类目"
"126198376","秘鲁牛油果","126198014","三级类目"
"126198377","新西兰牛油果","126198014","三级类目"
"126198378","其他牛油果","126198014","三级类目"
"126198379","枣类","126198015","三级类目"
"126198380","石榴类","126198015","三级类目"
"126198381","荔枝类","126198015","三级类目"
"126198382","柿子","126198015","三级类目"
"126198383","枇杷","126198015","三级类目"
"126198384","杨梅","126198015","三级类目"
"126198385","其他时令水果","126198015","三级类目"
"126198386","原装礼盒","126198016","三级类目"
"126198387","OEM定制礼盒","126198016","三级类目"
"126198388","水果礼篮","126198016","三级类目"
"126198389","水果切片","126198017","三级类目"
"126198390","叶菜类","126198018","三级类目"
"126198391","根茎类","126198018","三级类目"
"126198392","菌菇类","126198018","三级类目"
"126198393","茄果菜","126198018","三级类目"
"126198394","瓜果类","126198018","三级类目"
"126198395","调味类","126198018","三级类目"
"126198396","板栗，莲子/莲蓬，豆类，人参","126198018","三级类目"
"126198397","季节性及礼盒","126198018","三级类目"
"126198398","有机叶菜类","126198019","三级类目"
"126198399","有机根茎类","126198019","三级类目"
"126198400","有机菌菇类","126198019","三级类目"
"126198401","有机茄果菜","126198019","三级类目"
"126198402","有机瓜果类","126198019","三级类目"
"126198403","有机调味类","126198019","三级类目"
"126198404","有机其他蔬菜","126198019","三级类目"
"126198405","季节性及礼盒A","126198019","三级类目"
"126198406","芽苗菜","126198020","三级类目"
"126198407","普通袋装沙拉菜","126198020","三级类目"
"126198408","普通盒装沙拉菜","126198020","三级类目"
"126198409","有机袋装沙拉菜","126198020","三级类目"
"126198410","有机盒装沙拉菜","126198020","三级类目"
"126198411","蔬菜净菜A","126198021","三级类目"
"126198412","国产牛肉","126198022","三级类目"
"126198413","进口牛肉","126198022","三级类目"
"126198414","散卖猪肉","126198023","三级类目"
"126198415","进口猪肉","126198023","三级类目"
"126198416","包装猪肉","126198023","三级类目"
"126198417","国产羊肉","126198024","三级类目"
"126198418","进口羊肉","126198024","三级类目"
"126198419","火锅片类","126198025","三级类目"
"126198420","烧烤调理类","126198025","三级类目"
"126198421","鸡肉","126198026","三级类目"
"126198422","鸽肉","126198026","三级类目"
"126198423","鸭肉","126198026","三级类目"
"126198424","其它禽类","126198026","三级类目"
"126198425","腊肉类","126198027","三级类目"
"126198426","腊禽类","126198027","三级类目"
"126198427","鲜蛋","126198028","三级类目"
"126198428","蛋制品","126198028","三级类目"
"126198429","活鱼类","126198029","三级类目"
"126198430","活虾类","126198029","三级类目"
"126198431","活贝类","126198029","三级类目"
"126198432","活蟹类","126198029","三级类目"
"126198433","甲鱼/牛蛙类","126198029","三级类目"
"126198434","冰鲜三文鱼类","126198030","三级类目"
"126198435","冰鲜鱼类","126198030","三级类目"
"126198436","冰鲜蟹类","126198030","三级类目"
"126198437","冰鲜虾类","126198030","三级类目"
"126198438","冰鲜鱿鱼/墨鱼/八爪鱼类","126198030","三级类目"
"126198439","干鱼类","126198031","三级类目"
"126198440","干虾类","126198031","三级类目"
"126198441","干贝类","126198031","三级类目"
"126198442","干蟹类","126198031","三级类目"
"126198443","干鱿鱼/墨鱼/八爪鱼类","126198031","三级类目"
"126198444","海藻（海带）类","126198031","三级类目"
"126198445","冷冻鱼类","126198032","三级类目"
"126198446","冷冻虾类","126198032","三级类目"
"126198447","冷冻贝类","126198032","三级类目"
"126198448","冷冻蟹类","126198032","三级类目"
"126198449","冷冻鱿鱼/墨鱼/八爪鱼类","126198032","三级类目"
"126198450","加工鱼类","126198033","三级类目"
"126198451","加工虾类","126198033","三级类目"
"126198452","加工贝类","126198033","三级类目"
"126198453","加工蟹类","126198033","三级类目"
"126198454","加工鱿鱼/墨鱼/八爪鱼类","126198033","三级类目"
"126198455","加工海蜇（海藻）类","126198033","三级类目"
"126198456","水发类","126198033","三级类目"
"126198457","淡干海参","126198034","三级类目"
"126198458","半干海参","126198034","三级类目"
"126198459","速发海参","126198034","三级类目"
"126198460","即食海参","126198034","三级类目"
"126198461","海参礼盒","126198034","三级类目"
"126198462","鲜活生蚝类","126198035","三级类目"
"126198463","加工生蚝类","126198035","三级类目"
"126198464","儿童系列（鱼类）","126198036","三级类目"
"126198465","儿童系列（虾类）","126198036","三级类目"
"126198466","儿童系列（贝类）","126198036","三级类目"
"126198467","儿童系列（蟹类）","126198036","三级类目"
"126198468","活鲜礼盒","126198037","三级类目"
"126198469","冰鲜礼盒","126198037","三级类目"
"126198470","干货礼盒","126198037","三级类目"
"126198471","冻品礼盒","126198037","三级类目"
"126198472","禽类净菜","126198038","三级类目"
"126198473","畜类净菜","126198038","三级类目"
"126198474","水产净菜","126198038","三级类目"
"126198475","火锅煲净菜","126198038","三级类目"
"126198476","素菜净菜","126198038","三级类目"
"126198477","蔬菜净菜","126198038","三级类目"
"126198478","其他净菜","126198038","三级类目"
"126198479","汤类半成品","126198039","三级类目"
"126198480","禽类半成品","126198039","三级类目"
"126198481","畜类半成品","126198039","三级类目"
"126198482","水产半成品","126198039","三级类目"
"126198483","其他半成品","126198039","三级类目"
"126198484","调味禽类","126198040","三级类目"
"126198485","调味畜类","126198040","三级类目"
"126198486","调味水产","126198040","三级类目"
"126198487","调味其他","126198040","三级类目"
"126198488","锅物","126198041","三级类目"
"126198489","其他半成品菜","126198041","三级类目"
"126198490","盆菜套餐","126198041","三级类目"
"126198491","串类","126198041","三级类目"
"126198492","联营盆菜","126198041","三级类目"
"126198493","熟食-香肠制品","126198042","三级类目"
"126198494","熟食-烤肉制品","126198042","三级类目"
"126198495","熟食-圆火腿制品","126198042","三级类目"
"126198496","熟食-切片火腿制品","126198042","三级类目"
"126198497","熟食-培根制品","126198042","三级类目"
"126198498","其他西式熟食制品","126198042","三级类目"
"126198499","熟食-包装家禽制品","126198043","三级类目"
"126198500","熟食-包装家畜制品","126198043","三级类目"
"126198501","熟食-包装海鲜制品","126198043","三级类目"
"126198502","熟食-包装素食制品","126198043","三级类目"
"126198503","熟食-包装汤制品","126198043","三级类目"
"126198504","其他-包装熟食制品","126198043","三级类目"
"126198505","包装冷藏点心制品","126198044","三级类目"
"126198506","包装常温点心制品","126198044","三级类目"
"126198507","中式酱菜制品","126198045","三级类目"
"126198508","西式泡菜制品","126198045","三级类目"
"126198509","其他酱泡菜制品","126198045","三级类目"
"126198510","沙拉","126198046","三级类目"
"126198511","三文治","126198046","三级类目"
"126198512","其他西式轻食","126198046","三级类目"
"126198513","吐司","126198047","三级类目"
"126198514","餐包/排包","126198047","三级类目"
"126198515","调理面包","126198047","三级类目"
"126198516","三明治","126198047","三级类目"
"126198517","可颂（丹麦起酥类）","126198047","三级类目"
"126198518","欧式面包","126198047","三级类目"
"126198519","健康面包","126198047","三级类目"
"126198520","甜甜圈面包","126198047","三级类目"
"126198521","海绵蛋糕（全蛋打法）","126198048","三级类目"
"126198522","戚风蛋糕（分蛋打法）","126198048","三级类目"
"126198523","预拌粉蛋糕","126198048","三级类目"
"126198524","慕斯蛋糕","126198048","三级类目"
"126198525","乳酪/芝士蛋糕","126198048","三级类目"
"126198526","巧克力蛋糕","126198048","三级类目"
"126198527","拿破仑蛋糕","126198048","三级类目"
"126198528","生日蛋糕","126198048","三级类目"
"126198529","其他蛋糕","126198048","三级类目"
"126198530","中式糕点","126198049","三级类目"
"126198531","曲奇/饼干/挞/派","126198049","三级类目"
"126198532","面粉","126198050","三级类目"
"126198533","油脂","126198050","三级类目"
"126198534","预拌粉","126198050","三级类目"
"126198535","添加剂","126198050","三级类目"
"126198536","其他原料","126198050","三级类目"
"126198537","冷藏/冷冻成品","126198050","三级类目"
"126198538","冷藏/冷冻半成品","126198050","三级类目"
"126198539","免税-原料","126198050","三级类目"
"126198540","腐竹/腐皮","126198051","三级类目"
"126198541","豆腐类制品","126198051","三级类目"
"126198542","生鲜面筋类","126198051","三级类目"
"126198543","冷藏鲜豆浆","126198051","三级类目"
"126198544","其他生鲜豆制品","126198051","三级类目"
"126198545","粉皮/凉皮类","126198052","三级类目"
"126198546","切面/乌冬面","126198052","三级类目"
"126198547","饺子皮/馄饨皮/云吞皮","126198052","三级类目"
"126198548","年糕","126198052","三级类目"
"126198549","通心粉","126198052","三级类目"
"126198550","其它粉面制品","126198052","三级类目"
"126198551","冷藏果汁","126198053","三级类目"
"126198552","冷藏即饮咖啡","126198053","三级类目"
"126198553","其他冷藏饮品","126198053","三级类目"
"126198554","肠类","126198054","三级类目"
"126198555","培根/里脊","126198054","三级类目"
"126198556","冷藏禽类","126198054","三级类目"
"126198557","火腿切片","126198054","三级类目"
"126198558","其他冷藏肉制品","126198054","三级类目"
"126198559","龟苓膏","126198055","三级类目"
"126198560","醪糟/酒酿","126198055","三级类目"
"126198561","豆沙/黑芝麻/黑洋酥","126198055","三级类目"
"126198562","冷藏布丁","126198055","三级类目"
"126198563","其他甜品","126198055","三级类目"
"126198564","酱菜/泡菜","126198056","三级类目"
"126198565","海蜇/海带","126198056","三级类目"
"126198566","螺/贝/蟹","126198056","三级类目"
"126198567","色拉酱/调味汁","126198056","三级类目"
"126198568","其他方便菜","126198056","三级类目"
"126198569","鲜奶/鲜牛奶","126198057","三级类目"
"126198570","冷藏口味奶","126198057","三级类目"
"126198571","冷藏酸奶","126198057","三级类目"
"126198572","奶油","126198057","三级类目"
"126198573","奶酪","126198057","三级类目"
"126198574","黄油","126198057","三级类目"
"126198575","乳酸饮料","126198057","三级类目"
"126198576","其他冷藏乳制品","126198057","三级类目"
"126198577","八宝饭松糕","126198058","三级类目"
"126198578","青团","126198058","三级类目"
"126198579","粽子","126198058","三级类目"
"126198580","月饼","126198058","三级类目"
"126198581","其他季节性产品","126198058","三级类目"
"126198582","奶油冰淇淋","126198059","三级类目"
"126198583","水冰冰品（冰棍）","126198059","三级类目"
"126198584","冰点","126198059","三级类目"
"126198585","其他冰品","126198059","三级类目"
"126198586","面点/包点","126198060","三级类目"
"126198587","饺子/蒸饺/煎饺","126198060","三级类目"
"126198588","馄饨/云吞","126198060","三级类目"
"126198589","汤圆","126198060","三级类目"
"126198590","速冻年糕","126198060","三级类目"
"126198591","速冻面条","126198060","三级类目"
"126198592","速冻饼类","126198060","三级类目"
"126198593","烘培半成品","126198060","三级类目"
"126198594","其他速冻面制品","126198060","三级类目"
"126198595","速冻蔬菜","126198061","三级类目"
"126198596","速冻薯饼/薯条","126198061","三级类目"
"126198597","料理菜/快炒菜","126198061","三级类目"
"126198598","其他速冻菜类","126198061","三级类目"
"126198599","火锅丸/棒","126198062","三级类目"
"126198600","低温火锅底料","126198062","三级类目"
"126198601","其他火锅类","126198062","三级类目"
"126198602","料理猪肉品","126198063","三级类目"
"126198603","料理牛肉品","126198063","三级类目"
"126198604","料理羊肉品","126198063","三级类目"
"126198605","料理禽类品","126198063","三级类目"
"126198606","大豆油","126198064","三级类目"
"126198607","花生油","126198064","三级类目"
"126198608","调和油","126198064","三级类目"
"126198609","葵花籽油","126198064","三级类目"
"126198610","玉米油","126198064","三级类目"
"126198611","橄榄油","126198064","三级类目"
"126198612","葡萄籽油","126198064","三级类目"
"126198613","菜籽油","126198064","三级类目"
"126198614","亚麻籽油","126198064","三级类目"
"126198615","食用油礼盒","126198064","三级类目"
"126198616","其他食用油","126198064","三级类目"
"126198617","籼米","126198065","三级类目"
"126198618","粳米","126198065","三级类目"
"126198619","糯米","126198065","三级类目"
"126198620","糙米","126198065","三级类目"
"126198621","泰国米","126198065","三级类目"
"126198622","日本米","126198065","三级类目"
"126198623","有机大米","126198065","三级类目"
"126198624","其他进口米","126198065","三级类目"
"126198625","面条","126198065","三级类目"
"126198626","意大利面","126198065","三级类目"
"126198627","粉丝米粉","126198065","三级类目"
"126198628","杂粮A","126198066","三级类目"
"126198629","有机杂粮","126198066","三级类目"
"126198630","通用面粉","126198067","三级类目"
"126198631","预拌面粉","126198067","三级类目"
"126198632","糯米粉","126198067","三级类目"
"126198633","生粉/淀粉","126198067","三级类目"
"126198634","其他烘培面粉","126198067","三级类目"
"126198635","烘焙原料","126198068","三级类目"
"126198636","辅料","126198068","三级类目"
"126198637","标品添加剂","126198068","三级类目"
"126198638","糖类原料","126198068","三级类目"
"126198639","其他烘焙辅料","126198068","三级类目"
"126198640","盐","126198069","三级类目"
"126198641","味精/鸡精","126198069","三级类目"
"126198642","食用糖","126198069","三级类目"
"126198643","调味粉","126198069","三级类目"
"126198644","调味汤料","126198069","三级类目"
"126198645","咖喱","126198069","三级类目"
"126198646","香料","126198069","三级类目"
"126198647","绵白糖","126198069","三级类目"
"126198648","胡椒/花椒","126198069","三级类目"
"126198649","香辛料","126198069","三级类目"
"126198650","火锅底料","126198069","三级类目"
"126198651","其他调料","126198069","三级类目"
"126198652","酱油","126198070","三级类目"
"126198653","醋","126198070","三级类目"
"126198654","芝麻油","126198070","三级类目"
"126198655","辣椒油","126198070","三级类目"
"126198656","料酒/醪糟","126198070","三级类目"
"126198657","耗油","126198070","三级类目"
"126198658","辣椒酱/豆豉酱/川味酱","126198071","三级类目"
"126198659","芥末酱","126198071","三级类目"
"126198660","火锅酱","126198071","三级类目"
"126198661","芝麻酱","126198071","三级类目"
"126198662","番茄酱/沙司","126198071","三级类目"
"126198663","沙拉酱","126198071","三级类目"
"126198664","花生酱","126198071","三级类目"
"126198665","果酱/涂抹酱","126198071","三级类目"
"126198666","意大利面酱","126198071","三级类目"
"126198667","其他酱","126198071","三级类目"
"126198668","榨菜","126198072","三级类目"
"126198669","泡菜","126198072","三级类目"
"126198670","橄榄菜","126198072","三级类目"
"126198671","腐乳","126198072","三级类目"
"126198672","其它即食酱菜","126198072","三级类目"
"126198673","水产类罐头","126198073","三级类目"
"126198674","肉禽类罐头","126198073","三级类目"
"126198675","水果类罐头","126198073","三级类目"
"126198676","蔬菜/杂粮类罐头","126198073","三级类目"
"126198677","其他罐头","126198073","三级类目"
"126198678","方便面","126198074","三级类目"
"126198679","速食汤","126198074","三级类目"
"126198680","火腿肠","126198074","三级类目"
"126198681","方便米粉/米线","126198074","三级类目"
